tsne_1 tsne_2 label subject_code visual_run_index
-9.18953228 15.25473976 0 16 374
-10.69334888 12.42338085 0 16 375
4.94736338 21.98964882 0 16 376
4.67438650 17.96409988 0 16 377
2.54306793 25.05102539 0 16 378
3.72930932 27.41439438 0 16 379
4.98715496 30.91677666 0 16 380
7.78844166 29.42364693 0 16 381
8.62452602 31.45596886 0 16 382
-11.15542030 8.47042084 0 16 383
-13.10093784 6.22961330 0 16 384
-14.26161003 13.70387268 0 16 385
1.19384599 21.74919319 0 16 386
-8.50975227 15.86766434 0 16 387
2.23578572 23.97103310 0 16 388
3.02298307 26.78687096 0 16 389
4.91302252 28.98439407 0 16 390
5.78900671 29.82761765 0 16 391
8.45331669 29.04674721 0 16 392
-12.88506985 8.23192501 0 16 393
-7.73561764 10.66261292 0 16 394
-2.45730090 18.10679245 0 16 395
-14.57829285 14.54894352 0 16 396
7.70276260 19.56442833 0 16 397
4.92211723 26.15294456 0 16 398
6.17802191 29.30166054 0 16 399
11.25168419 29.51853371 0 16 400
28.87343216 -18.45618629 0 16 401
4.21933985 16.32015419 0 16 402
-13.50179195 14.95812893 0 16 403
2.45508170 22.52227402 0 16 404
1.70711184 26.12109184 0 16 405
5.05607986 29.86785507 0 16 406
10.90859509 27.37294769 0 16 407
-14.75241280 -17.69978142 0 16 408
-7.66590118 9.91620350 0 16 409
-10.40473557 12.91329384 0 16 410
5.01381636 21.67783737 0 16 411
2.47446728 30.40980721 0 16 412
5.52773476 29.73337555 0 16 413
8.60989094 28.60968208 0 16 414
-15.87941837 -22.46105957 0 16 415
-7.72416639 10.84672642 0 16 416
-2.44556975 18.10619354 0 16 417
1.39315891 18.38668251 0 16 418
3.17454600 26.31704140 0 16 419
5.10455799 29.17753983 0 16 420
11.11288261 29.58741760 0 16 421
-11.55043793 5.86144400 0 16 422
-12.21675873 11.23935890 0 16 423
-12.45862007 15.07347012 0 16 424
2.40212560 21.52931595 0 16 425
5.04014492 25.88903809 0 16 426
6.28263760 29.30550957 0 16 427
11.60701466 27.41096115 0 16 428
-14.65101528 -18.28652573 0 16 429
-15.02139378 14.53145981 0 16 430
7.77988863 19.78078651 0 16 431
5.62683535 22.34377480 0 16 432
4.80279922 17.73887634 0 16 433
6.29750109 30.03029823 0 16 434
11.64658928 28.93696213 0 16 435
-15.20940590 -17.31143188 0 16 436
-12.78575897 11.62779999 0 16 437
-7.65324879 8.38577557 0 16 438
0.30529279 17.97820473 0 16 439
2.27515912 30.35343170 0 16 440
5.44644880 27.56133080 0 16 441
8.09134483 31.18477821 0 16 442
-11.43946648 8.29839230 0 16 443
-11.34156609 10.15956211 0 16 444
-13.42252064 14.78691769 0 16 445
1.83013821 22.08272743 0 16 446
1.27569616 26.48706627 0 16 447
7.10540152 24.55497169 0 16 448
7.43606281 32.06015778 0 16 449
-11.73895645 5.91326380 0 16 450
-10.87425709 12.03110504 0 16 451
3.99057722 22.18770981 0 16 452
1.14587092 25.41042900 0 16 453
2.79488158 30.80403137 0 16 454
-14.75051785 -13.12125587 0 16 455
-7.49316216 11.32375431 0 16 456
0.45762664 16.83280563 0 16 457
-8.84794426 16.67079353 0 16 458
10.15005016 16.20106316 0 16 459
8.78661442 14.13849831 0 16 460
10.85491085 26.52061653 0 16 461
-20.65399933 32.11849213 0 17 462
-18.82819939 35.23671341 0 17 463
-20.55624771 37.62241364 0 17 464
